County,Foreign_Born,Home_Ownership,Bachelor's_Degree
"Warrick County, IN",3.989697963,82.24531377,34.48790077
"Washington County, IN",0.6824725411,81.19830913,14.13409532
"Wayne County, IN",2.782538108,68.38985235,19.01751613
"Wells County, IN",1.462704583,77.29269386,19.11354424
"White County, IN",4.941128705,78.49680495,18.28507533
"Whitley County, IN",1.179252167,81.23824678,22.76340694
"Adair County, IA",0.9225832331,70.65756824,19.01608325
"Adams County, IA",0.4076086957,80.89297439,21.44478064
"Allamakee County, IA",5.781005268,80.03350084,18.44999486
"Appanoose County, IA",1.132014008,69.291965,18.78440367
"Audubon County, IA",0.8671031676,78.14595661,21.6822891
"Benton County, IA",0.7211913301,83.75519082,23.32232608
"Black Hawk County, IA",6.44149541,65.29213462,29.97311666
"Boone County, IA",1.262172285,79.64748003,26.38575106
"Bremer County, IA",2.098992484,83.56051219,34.00956822
"Buchanan County, IA",1.551063933,80.64837905,21.11199479
"Buena Vista County, IA",21.01319669,70.0451048,21.63155879
"Butler County, IA",1.961602671,80.33909916,19.36214194
"Calhoun County, IA",0.677246538,78.71235722,21.40435151
"Carroll County, IA",1.99729834,76.0924563,22.12521295
"Cass County, IA",0.5565721256,72.91630567,20.85287846
"Cedar County, IA",1.450294929,80.60735216,20.8938294
"Cerro Gordo County, IA",2.249936015,71.62467866,23.96232543
"Cherokee County, IA",1.758469097,74.08127552,21.71704958
"Chickasaw County, IA",1.329764991,81.72764228,18.61909401
"Clarke County, IA",5.720447777,72.44135086,15.24805833
"Clay County, IA",1.004688547,72.70588235,26.02167733
"Clayton County, IA",1.915552181,75.29508647,17.16769581
"Clinton County, IA",2.047840303,73.30760405,21.60946454
"Crawford County, IA",15.0881459,73.72063083,16.11570248
"Dallas County, IA",9.256030369,70.40064998,51.53041044
"Davis County, IA",1.187726823,84.89911728,18.95401895
"Decatur County, IA",2.225403436,67.20078483,24.86872506
"Delaware County, IA",0.3367003367,82.61177136,18.52682279
"Des Moines County, IA",2.207397486,69.94956814,23.34266352
"Dickinson County, IA",2.210038435,78.43942505,32.70822261
"Dubuque County, IA",3.251629357,73.30749031,32.03035423
"Emmet County, IA",4.781260028,77.63463025,15.19916143
"Fayette County, IA",1.429376505,76.20320856,17.1678553
"Floyd County, IA",3.352349208,76.36363636,18.20689655
"Franklin County, IA",5.391912132,72.64748903,18.53770869
"Fremont County, IA",0.873625546,78.07017544,19.16420431
"Greene County, IA",1.5339166,75.42350795,19.70086845
"Grundy County, IA",1.80552182,83.26748321,26.14219114
"Guthrie County, IA",1.760994444,83.68747233,21.64934894
"Hamilton County, IA",4.21924027,71.41705626,22.51699396
"Hancock County, IA",1.807228916,81.36185072,20.18742679
"Hardin County, IA",2.793428622,74.19263053,20.81440623
"Harrison County, IA",0.7727552486,75.66661077,20.598072
"Henry County, IA",3.596594245,74.56163308,22.80525447
"Howard County, IA",1.11826142,76.18261826,19.19761793
"Humboldt County, IA",2.987716011,74.19890814,18.35538184
"Ida County, IA",1.535370928,77.85145889,19.70464135
"Iowa County, IA",1.140271493,77.68461312,22.76190476
"Jackson County, IA",1.160760144,79.73856209,18.40139262
"Jasper County, IA",2.351354211,76.31578947,19.66948962
"Jefferson County, IA",11.92271143,65.42631116,39.49097563
"Johnson County, IA",10.9956964,59.13798157,54.12727654
"Jones County, IA",0.9357063618,80.55073183,22.46628388
"Keokuk County, IA",1.077199282,78.48225214,16.35895234
"Kossuth County, IA",3.118630249,73.80470332,19.90612128
"Lee County, IA",1.366545063,75.69142215,20.34203798
"Linn County, IA",5.048232072,74.12584446,34.59186881
"Louisa County, IA",8.583572023,77.86964981,14.42891058
"Lucas County, IA",2.723286407,79.75697321,14.88625124
"Lyon County, IA",1.655160942,83.86219402,19.4329363
"Madison County, IA",1.155999759,82.42471042,25.8081611
"Mahaska County, IA",1.677319915,67.68849318,22.38379995
"Marion County, IA",1.860423448,77.09992487,31.72419993
"Marshall County, IA",13.67325027,73.50209314,21.00903899
"Mills County, IA",1.656966792,81.25831591,30.5227656
"Mitchell County, IA",1.907563823,79.55604883,21.43646409
"Monona County, IA",0.299850075,78.21910696,15.68848758
"Monroe County, IA",1.623976763,82.45382586,22.66000384
"Montgomery County, IA",0.6806028196,70.86579123,18.60368472
"Muscatine County, IA",6.954012288,75.38506589,23.21780296
"O'Brien County, IA",3.529494978,76.01754386,21.5738648
"Osceola County, IA",5.269149455,75.86469023,14.1746685
"Page County, IA",1.694581281,70.11569171,17.68179815
"Palo Alto County, IA",2.069814276,76.12104539,20.17167382
"Plymouth County, IA",4.496311619,75.3279812,24.07236158
"Pocahontas County, IA",3.34230279,78.43010055,17.06429438
"Polk County, IA",9.712431442,67.05290609,38.91650508
"Pottawattamie County, IA",4.081545386,69.60874011,23.42588664
"Poweshiek County, IA",3.186801376,70.50637804,28.88157895
"Ringgold County, IA",1.108742004,77.81995662,22.59570495
"Sac County, IA",2.679484557,80.83135392,21.64589974
"Scott County, IA",4.340991883,69.10101349,34.92314323
"Shelby County, IA",1.865894181,75.99837827,22.7987988
"Sioux County, IA",5.754572107,79.20077034,31.26521821
"Story County, IA",9.003479655,55.69873998,52.5357557
"Tama County, IA",5.259446436,75.54826197,18.32370441
"Taylor County, IA",5.003380663,78.82882883,15.45012165
"Union County, IA",1.916246799,74.53303876,24.08014572
"Van Buren County, IA",1.304287498,83.39197748,18.45425868
"Wapello County, IA",8.472174997,66.32142606,18.46224104
"Warren County, IA",1.62401108,81.66381995,32.15073793
"Washington County, IA",3.741013579,71.57587985,24.39741329
"Wayne County, IA",0.940777298,79.84986171,15.0287687
"Webster County, IA",2.603687882,69.68296753,20.71673443
"Winnebago County, IA",3.092301943,75.37131456,25.86422324
"Winneshiek County, IA",1.865336658,76.44195668,30.52247693
"Woodbury County, IA",9.626063719,68.19027767,23.95482905
"Worth County, IA",0.4314412835,77.30407524,19.49438202
"Wright County, IA",4.574707296,74.09268565,21.01154107
"Allen County, KS",2.748128087,72.79662718,19.60899087
"Anderson County, KS",0.3205539172,78.29383886,15.26396327
"Atchison County, KS",1.502238028,70.18835616,22.16797848
"Barber County, KS",1.911296251,80.74534161,23.63061798
"Barton County, KS",4.349020685,67.35952263,21.67626728
"Bourbon County, KS",1.103783409,71.04680851,23.71528886
"Brown County, KS",0.780096985,72.5709607,20.07458048
"Butler County, KS",3.54343518,78.1542811,32.00448934
"Chase County, KS",3.618677043,72.58215962,26.47220693
"Chautauqua County, KS",0.7081735025,81.3303099,16.2173372
"Cherokee County, KS",0.7894736842,71.49873888,19.79865772
"Cheyenne County, KS",5.460099275,79.12178956,22.21041445
"Clark County, KS",1.315123925,73.72986369,26.05166052
"Clay County, KS",0.6181998022,71.40056022,26.34550909
"Cloud County, KS",3.030639432,70.65542562,22.42912263
"Coffey County, KS",0.8759299256,75.52921253,22.19205972
"Comanche County, KS",0.7671232877,73.63966143,21.07279693
"Cowley County, KS",4.033351606,70.84256359,24.47982552
"Crawford County, KS",2.665846406,58.68657472,30.88589105
"Decatur County, KS",0.5774088777,80.51359517,24.82168331
"Dickinson County, KS",1.276227558,75.17398456,23.51810564
"Doniphan County, KS",1.253166245,80.07312614,18.88211382
"Douglas County, KS",6.430214788,50.40620905,52.30837611
"Edwards County, KS",9.441909442,78.6122449,17.88303528
"Elk County, KS",0.8560945781,77.72373541,18.21748879
"Ellis County, KS",2.907921579,61.33968891,38.71930227
"Ellsworth County, KS",1.208032633,81.43167028,20.83945435
"Finney County, KS",21.95773431,65.07948698,18.50243686
"Ford County, KS",22.75517362,64.32853717,19.77989729
"Franklin County, KS",2.410659273,73.43151694,23.93662332
"Geary County, KS",7.368885701,43.02101835,23.84509132
"Gove County, KS",1.341551849,78.17258883,19.70260223
"Graham County, KS",1.193415638,81.41666667,24.35465769
"Grant County, KS",21.90567067,76.28099174,20.22346369
"Gray County, KS",12.81692604,80.37974684,21.88926941
"Greeley County, KS",10.39874902,74.50271248,28.80952381
"Greenwood County, KS",0.9165139143,79.56656347,15.95134267
"Hamilton County, KS",17.61904762,77.51396648,19.22060766
"Harper County, KS",2.015759575,73.60475755,17.46987952
"Harvey County, KS",3.236255485,71.4479843,30.66130513
"Haskell County, KS",23.13253012,76.14475628,15.78947368
"Hodgeman County, KS",3.389830508,81.26760563,30.52373159
"Jackson County, KS",2.644266988,77.20957159,20.96919271
"Jefferson County, KS",0.891934519,84.95079278,24.50065551
"Jewell County, KS",1.638784568,80.20344288,18.47480708
"Johnson County, KS",8.795039477,68.861193,56.69206418
"Kearny County, KS",12.26034309,68.49112426,16.60313427
"Kingman County, KS",0.1085628986,71.875,24.32380587
"Kiowa County, KS",4.539877301,75.40453074,25.33013205
"Labette County, KS",0.7961783439,75.33936652,22.55110264
"Lane County, KS",7.264397906,77.67857143,19.88950276
"Leavenworth County, KS",3.173674589,67.87449531,35.49101516
"Lincoln County, KS",0.409696142,79.31316435,23.6969112
"Linn County, KS",0.5363036304,81.55387247,22.06245461
"Logan County, KS",3.234011628,64.01985112,26.66317444
"Lyon County, KS",10.39090175,58.11086743,26.70504642
"McPherson County, KS",3.054678411,74.4645799,31.37460128
"Marion County, KS",0.9185135249,81.25409657,27.63925071
"Marshall County, KS",1.328140603,82.02990929,20.80682475
"Meade County, KS",10.77382433,70.47440699,23.98295234
"Miami County, KS",1.116227559,79.37155374,30.55151774
"Mitchell County, KS",0.8234688626,75.74642127,28.80879346
"Montgomery County, KS",1.720300178,72.57530358,20.12341608
"Morris County, KS",1.522748375,81.99300699,27.88609543
"Morton County, KS",11.68154762,73.1629393,17.54574812
"Nemaha County, KS",0.7534983854,76.99448068,28.26349111
"Neosho County, KS",2.13572602,75.62429515,21.14927219
"Ness County, KS",6.686589466,81.03146853,20.89632829
"Norton County, KS",1.473025226,76.12971823,20.77596996
"Osage County, KS",1.152847279,78.53503185,20.03668042
"Osborne County, KS",1.574577727,75.81047382,23.14115308
"Ottawa County, KS",1.213592233,77.71693345,23.68811881
"Pawnee County, KS",1.097328244,61.68614357,18.34807074
"Phillips County, KS",1.028225806,72.61524418,20.12578616
"Pottawatomie County, KS",2.072050859,79.71062514,37.85539216
"Pratt County, KS",1.089918256,70,27.90300546
"Rawlins County, KS",2.51572327,68.92703863,17.47572816
"Reno County, KS",2.448247443,70.31840045,20.50789036
"Republic County, KS",0.4908237303,72.40019714,26.42597087
"Rice County, KS",3.908484271,75.6577199,23.72161412
"Riley County, KS",6.87192289,44.04632916,47.82972317
"Rooks County, KS",0.5482233503,75.41137753,22.68765814
"Rush County, KS",1.292956788,77.00892857,19.5386064
"Russell County, KS",1.298119964,76.16026711,20.17580578
"Saline County, KS",4.957533235,67.33607657,28.21845492
"Scott County, KS",7.390795632,61.45590294,19.91762283
"Sedgwick County, KS",8.498373828,62.54142282,31.74500229
"Seward County, KS",29.04931182,65.26658181,11.28880527
"Shawnee County, KS",4.229531141,66.86023066,31.74813656
"Sheridan County, KS",3.510204082,73.63726462,24.29850746
"Sherman County, KS",2.34006734,65.12731981,26.08929532
"Smith County, KS",0.3089019938,83.91025641,23.09731162
"Stafford County, KS",5.254070054,80.2484472,26.09641174
"Stanton County, KS",19.0776699,79.72972973,17.38821859
"Stevens County, KS",13.04265403,69.85422741,12.53071253
"Sumner County, KS",1.354532131,74.3678289,23.92444911
"Thomas County, KS",4.401163526,72.35538511,26.46999394
"Trego County, KS",0.4288777698,82.03363914,24.96500233
"Wabaunsee County, KS",1.170182028,81.90661479,25.11482255
"Wallace County, KS",2.686366689,70.43740573,25.9295499
"Washington County, KS",3.418339664,76.83447099,22.53630705
"Wichita County, KS",7.648991084,84.31818182,21.42857143
"Wilson County, KS",1.119187724,72.56586483,19.53907816
"Woodson County, KS",0.5424377792,81.86314922,21.09777015
"Wyandotte County, KS",16.96718238,60.53490421,19.98783967
"Adair County, KY",2.885582676,76.46626488,18.62660269
"Allen County, KY",1.742646705,76.94472876,18.296925
"Anderson County, KY",1.170351105,78.82352941,25.3423407
"Ballard County, KY",1.097907517,80.39878337,17.34124843
"Barren County, KY",2.511738671,66.24602092,17.44653273
"Bath County, KY",0.2668969307,72.27497936,14.36163931
"Bell County, KY",0.2062025734,63.09221658,11.66529266
"Boone County, KY",6.289386706,76.16109061,34.64034854
"Bourbon County, KY",4.226814317,64.69567373,23.23893042
"Boyd County, KY",0.9431615605,68.94188744,20.84682005
"Boyle County, KY",2.028549962,68.84711134,26.76069992
"Bracken County, KY",0.67695962,80.49713193,17.57314974
"Breathitt County, KY",0.854197349,72.90649304,17.02650159
"Breckinridge County, KY",0.6040530008,82.40519756,14.33815743
"Bullitt County, KY",2.456293494,82.60911549,17.54803168
"Butler County, KY",2.701172665,72.16174184,11.3283962
"Caldwell County, KY",2.097348635,73.10842434,16.13121407
"Calloway County, KY",3.451599946,64.43093549,31.53211246
"Campbell County, KY",2.30879921,71.52828043,39.26759524
"Carlisle County, KY",0.773734839,76.53543307,13.33735667
"Carroll County, KY",1.42040214,67.93760832,5.760854293
"Carter County, KY",0.9710921975,79.45387605,14.49148843
"Casey County, KY",0.9095471083,75.76712556,12.21498371
"Christian County, KY",2.734793722,49.88282165,19.09612174
"Clark County, KY",1.913434697,71.5688931,19.95134759
"Clay County, KY",0.870977266,74.73980309,14.27404533
"Clinton County, KY",1.31253362,72.82135076,13.99969665
"Crittenden County, KY",0.645951665,80.40057225,12.47043985
"Cumberland County, KY",1.088048209,75.78404129,17.12770862
"Daviess County, KY",3.211356835,67.88959285,25.41055824
"Edmonson County, KY",0.1724279497,83.19327731,11.42698501
"Elliott County, KY",0.1219842776,76.66813964,10.16004316
"Estill County, KY",1.301457066,73.85017422,11.11441013
"Fayette County, KY",10.21925074,54.3268383,46.54558642
"Fleming County, KY",1.098537489,74.45623804,15.78483245
"Floyd County, KY",0.4751257686,71.25052514,13.05090129
"Franklin County, KY",4.023312288,63.25987673,31.55985155
"Fulton County, KY",0.2777777778,64.12952061,14.02625821
"Gallatin County, KY",1.708715596,70.52767053,13.03092083
"Garrard County, KY",2.765647744,80.88779285,19.91850041
"Grant County, KY",0.7095874028,72.18456156,15.7459251
"Graves County, KY",2.326912073,74.79725951,18.63780571
"Grayson County, KY",0.8123937276,76.90880989,13.25087359
"Green County, KY",0.2946954813,74.44873835,13.54670636
"Greenup County, KY",0.9371600703,78.88520514,17.61741033
"Hancock County, KY",0.607198057,79.28447778,17.42375081
"Hardin County, KY",3.861087338,62.05262911,23.929587
"Harlan County, KY",0.4287487307,68.870261,10.52036808
"Harrison County, KY",0.7605169388,70.62131395,18.0549164
"Hart County, KY",0.9459808736,73.70468121,10.49842562
"Henderson County, KY",1.342416797,64.23297785,18.85918687
"Henry County, KY",2.104125612,74.3227522,14.74756832
"Hickman County, KY",0.6902694277,76.8044417,22.21544095
"Hopkins County, KY",1.742476174,69.93186154,15.46542723
"Jackson County, KY",0.330718351,79.06480404,11.15889293
"Jefferson County, KY",8.623234159,61.76992827,36.11215928
"Jessamine County, KY",4.310522471,68.83278791,30.30736441
"Johnson County, KY",1.431664531,69.26411999,14.56633614
"Kenton County, KY",3.644138975,69.08675189,36.46498745
"Knott County, KY",0.4971292536,72.56875786,16.3019474
"Knox County, KY",0.7481709538,63.95048535,16.71404764
"Larue County, KY",1.261575627,74.84498073,15.23261391
"Laurel County, KY",0.9320649563,71.20047814,16.59202191
"Lawrence County, KY",0.8010845452,74.37510925,10.86175943
"Lee County, KY",0.5314799673,69.5866515,7.333956969
"Leslie County, KY",0.3247993886,86.77663602,11.55389512
"Letcher County, KY",0.4281060959,74.04634581,13.09098004
"Lewis County, KY",0.5435198653,79.06243431,10.17209251
"Lincoln County, KY",0.8758223684,78.5699546,15.38185515
"Livingston County, KY",0.5233853007,81.93384224,13.18681319
"Logan County, KY",0.5273110772,73.89861751,17.11338013
"Lyon County, KY",2.190115812,81.94487457,14.52432825
"McCracken County, KY",1.496159709,66.77777778,28.19848293
"McCreary County, KY",0.7163154156,70.03629764,6.798579401
"McLean County, KY",0.5777826229,80.4100859,17.97770451
"Madison County, KY",2.449572374,61.32012836,33.33851629
"Magoffin County, KY",0.6181849403,75.1866491,10.88601416
"Marion County, KY",1.951393489,73.7612019,12.83874832
"Marshall County, KY",1.009272693,82.52808124,22.41161891
"Martin County, KY",0.8939635334,78.94036209,10.79154079
"Mason County, KY",1.54675416,68.64824496,22.59015841
"Meade County, KY",1.621946336,74.17093045,17.82178218
"Menifee County, KY",0.4211208293,74.0495137,10.77203371
"Mercer County, KY",2.175447886,74.41348166,21.6584627
"Metcalfe County, KY",1.444778435,77.83653846,14.1086351
"Monroe County, KY",1.385579384,70.95070423,15.97753956
"Montgomery County, KY",1.223925074,66.08127043,18.166207
"Morgan County, KY",1.293352601,78.585209,17.74887542
"Muhlenberg County, KY",2.137628111,82.4090487,13.30994259
"Nelson County, KY",1.896149982,76.50214011,22.5311036
"Nicholas County, KY",0.3415210824,71.42310635,7.084942085
"Ohio County, KY",2.8761248,77.84537109,14.38875306
"Oldham County, KY",4.185478771,86.8582791,45.35358014
"Owen County, KY",0.2226378128,85.52821997,18.87270424
"Owsley County, KY",0.1480019734,63.26825741,11.09638953
"Pendleton County, KY",1.23650772,73.62428843,16.55213624
"Perry County, KY",0.8672163776,75.7247983,13.22276091
"Pike County, KY",0.7595023713,74.19785538,15.8484936
"Powell County, KY",0.404920162,68.09789609,15.06449804
"Pulaski County, KY",2.153657226,72.24923185,17.78903651
"Robertson County, KY",0.1812415043,74.15307403,12.19672131
"Rockcastle County, KY",0.1793333746,76.03448276,12.04316046
"Rowan County, KY",1.877723922,61.44995532,27.08011786
"Russell County, KY",1.315132346,74.39703154,16.43857672
"Scott County, KY",2.248367839,73.42961626,31.88628302
"Shelby County, KY",5.903752209,72.87663445,30.21417492
"Simpson County, KY",0.8736078471,65.68393094,14.55122393
"Spencer County, KY",0.8235715382,86.19144014,22.07197222
"Taylor County, KY",1.109149524,67.52006502,22.9942441
"Todd County, KY",2.524224412,74.75424486,16.45982199
"Trigg County, KY",1.752154868,78.63526985,20.48204721
"Trimble County, KY",1.750881316,81.27100519,13.67265469
"Union County, KY",1.118932938,73.08071837,10.19386451
"Warren County, KY",9.389758106,56.78561233,32.93214385
"Washington County, KY",0.7733887734,79.4390507,19.78794377
"Wayne County, KY",2.796704973,73.71153603,13.82554162
"Webster County, KY",2.833758011,71.67462129,11.45194274
"Whitley County, KY",0.6357782144,66.67176507,18.71009491
"Wolfe County, KY",0.07606876616,68.19632881,7.047279215
"Woodford County, KY",4.779439113,71.80977795,40.65881093
"Acadia Parish, LA",0.6744807019,68.38881616,13.70406367
"Allen Parish, LA",6.509342925,76.00838135,12.04614221
"Ascension Parish, LA",3.719688438,83.26889661,29.03361345
"Assumption Parish, LA",1.371813737,82.91108987,13.44111479
"Avoyelles Parish, LA",1.257304764,70.21232877,12.27828803
"Beauregard Parish, LA",1.384291303,82.29189667,17.8830313
"Bienville Parish, LA",1.126717086,73.71162791,12.38210134
"Bossier Parish, LA",4.089946228,65.43339294,27.57251341
"Caddo Parish, LA",2.20943964,60.5260651,24.28729502
"Calcasieu Parish, LA",3.063054514,70.79229178,23.55468192
"Caldwell Parish, LA",0.1967281011,69.63930702,12.054675
"Cameron Parish, LA",3.120984028,89.51985226,14.39797212
"Catahoula Parish, LA",0.179876335,77.72277228,17.55640292
"Claiborne Parish, LA",0.7392804337,72.05533597,11.65170383
"Concordia Parish, LA",1.96498367,72.75468105,17.56495078
"De Soto Parish, LA",0.6002759032,74.87054226,16.32221318
"East Baton Rouge Parish, LA",5.768879479,59.80137175,38.18193954
"East Carroll Parish, LA",0.2170668837,61.40277194,11.79391682
"East Feliciana Parish, LA",0.8071149496,82.39830637,16.12661164
"Evangeline Parish, LA",3.361682388,64.59432718,12.22747006
"Franklin Parish, LA",0.3037667072,74.76737822,15.34706331
"Grant Parish, LA",2.929907595,81.84253609,12.0254372
"Iberia Parish, LA",2.954629921,68.53899236,14.15607591
"Iberville Parish, LA",2.048990401,74.51548632,14.92802393
"Jackson Parish, LA",1.749155238,68.54056034,12.82955811
"Jefferson Parish, LA",12.96395221,62.68555048,29.77864184
"Jefferson Davis Parish, LA",0.7125817145,77.64937511,15.2014908
"Lafayette Parish, LA",4.621363216,66.29680431,34.63648459
"Lafourche Parish, LA",2.240279778,78.27196698,18.61895359
"LaSalle Parish, LA",1.327553509,83.06538049,17.69600963
"Lincoln Parish, LA",3.722864888,51.91487003,36.57312343
"Livingston Parish, LA",2.713613387,82.25236086,21.73816872
"Madison Parish, LA",0.717989629,55.40103493,14.02185624
"Morehouse Parish, LA",0.9906439185,66.74055309,12.86758359
"Natchitoches Parish, LA",1.283419606,57.17582576,22.83253759
"Orleans Parish, LA",5.575329646,49.28726978,40.73569986
"Ouachita Parish, LA",1.911207194,59.51002601,25.82312587
"Plaquemines Parish, LA",5.419437889,71.78169359,19.0037969
"Pointe Coupee Parish, LA",1.665698237,77.36194075,14.77459016
"Rapides Parish, LA",2.582293725,65.89691826,22.30099978
"Red River Parish, LA",0.419342157,75.1874574,10.64414768
"Richland Parish, LA",1.078490114,63.79712132,16.33439561
"Sabine Parish, LA",0.9860867216,73.27017628,13.31216091
"St. Bernard Parish, LA",4.171397429,71.90439868,16.824612
"St. Charles Parish, LA",4.209538043,82.56145447,27.16329775
"St. Helena Parish, LA",2.060338484,76.52347652,12.01451418
"St. James Parish, LA",1.74713788,84.22245932,18.66790405
"St. John the Baptist Parish, LA",4.961177535,77.5210084,16.37785063
"St. Landry Parish, LA",1.541647492,68.61564362,14.11628688
"St. Martin Parish, LA",1.926488738,78.19261346,14.19924983
"St. Mary Parish, LA",4.487518834,69.4975306,12.32259785
"St. Tammany Parish, LA",4.345375853,79.08054381,36.38706077
"Tangipahoa Parish, LA",1.9581495,72.70746845,21.49197464
"Tensas Parish, LA",1.381148534,68.4871312,14.21784866
"Terrebonne Parish, LA",2.275357792,74.20310806,17.04665996
"Union Parish, LA",2.085609768,77.42290749,17.36881005
"Vermilion Parish, LA",2.339079053,76.49741983,18.739831
"Vernon Parish, LA",3.314620655,55.33679341,18.73238035
"Washington Parish, LA",0.4899591335,67.50961426,11.72019667
"Webster Parish, LA",0.9956203585,67.06303628,14.40641333
"West Baton Rouge Parish, LA",1.910362713,75.21825397,23.0824668
"West Carroll Parish, LA",1.704081633,75.40290621,11.43442024
"West Feliciana Parish, LA",1.881755437,72.65829409,21.16322071
"Winn Parish, LA",2.319795097,71.50757886,13.27487765
"Androscoggin County, ME",4.830900549,66.44844517,22.80801551
"Aroostook County, ME",4.073649925,73.51985498,21.40155286
"Cumberland County, ME",6.360492753,69.92058291,50.62753036
"Franklin County, ME",2.423003452,75.676116,28.77687797
"Hancock County, ME",2.778822223,78.71451744,36.59503196
"Kennebec County, ME",2.477359419,72.47436953,29.86924983
"Knox County, ME",3.024871713,79.21259843,37.85121841
"Lincoln County, ME",1.965262505,82.79909137,39.22781336
"Oxford County, ME",1.41396115,80.34766855,21.47995189
"Penobscot County, ME",3.03197065,69.86983215,29.78377248
"Piscataquis County, ME",1.966225791,77.20146329,20.83365201
"Sagadahoc County, ME",3.116523815,76.70610212,38.65757358
"Somerset County, ME",1.525979154,76.80529129,19.7471769
"Waldo County, ME",2.189982903,80.58274923,33.26148457
"Washington County, ME",3.495626447,78.35848362,24.62628194
"York County, ME",3.546929583,75.11744441,33.18943177
"Allegany County, MD",2.042223559,70.10414391,20.82689819
"Anne Arundel County, MD",9.168538485,75.04014361,44.12935275
"Baltimore County, MD",12.23374556,66.52546628,41.16256311
"Calvert County, MD",3.659216679,86.14048792,35.57560459
"Caroline County, MD",6.290516206,72.07192208,17.70810527
"Carroll County, MD",4.651176216,83.04115733,38.75446877
"Cecil County, MD",3.961454041,75.14362703,26.75235101
"Charles County, MD",7.531954381,79.79900346,31.05946916
"Dorchester County, MD",3.900850815,68.44733656,19.15377031
"Frederick County, MD",12.08674026,76.42129922,43.62508098
"Garrett County, MD",1.313418353,80.14942159,24.62220149
"Harford County, MD",4.977035842,79.95284451,38.77229311
"Howard County, MD",21.8245781,72.08001342,64.01161345
"Kent County, MD",3.986728187,69.81492537,37.35492191
"Montgomery County, MD",32.6627622,65.52491149,60.02833412
"Prince George's County, MD",24.09722636,62.42006468,35.63409494
"Queen Anne's County, MD",4.269019795,81.44281949,36.57184051
"St. Mary's County, MD",5.019593372,72.46851569,34.91771628
"Somerset County, MD",4.596303502,67.52842609,16.84744164
"Talbot County, MD",7.460903274,72.94406884,41.45267792
"Washington County, MD",5.587636199,65.39262671,22.97659295
"Wicomico County, MD",8.212686028,59.65347154,28.94812921
"Worcester County, MD",4.864936491,76.56989385,32.08803219
"Baltimore city, MD",8.143899218,47.75757184,34.90167495
"Barnstable County, MA",9.393469203,81.35922136,46.05599658
"Berkshire County, MA",5.87824142,70.2236171,37.95510596
"Bristol County, MA",13.38289125,61.85738338,29.68403167
"Dukes County, MA",14.6570608,76.60530512,43.1641867
"Essex County, MA",18.51636826,63.65594935,41.74360906
"Franklin County, MA",4.990138067,69.59403214,39.801087
"Hampden County, MA",9.283753969,61.71992584,28.64751306
"Hampshire County, MA",8.792900715,68.87843163,50.40156414
"Middlesex County, MA",22.24108178,61.49958318,58.4673018
"Nantucket County, MA",13.05367935,71.10968019,57.37276202
"Norfolk County, MA",19.26903306,68.30751261,56.29435078
"Plymouth County, MA",10.61603481,77.33151701,40.54278236
"Suffolk County, MA",30.01465415,36.21593012,49.23820566
"Worcester County, MA",13.40380348,65.9401972,38.36764667
"Alcona County, MI",1.533502637,89.67301325,19.97630332
"Alger County, MI",1.624182269,81.94868662,20.71014934
"Allegan County, MI",3.049363918,85.14152529,24.13361828
"Alpena County, MI",1.511535402,79.05038912,16.73090318
"Antrim County, MI",1.66089088,87.0310027,32.45029435
"Arenac County, MI",0.8515734149,85.06687648,14.57615133
"Baraga County, MI",0.4730139478,76.85899414,15.55804285
"Barry County, MI",1.850401879,86.23075023,23.63035407
"Bay County, MI",0.9667283522,75.62168048,20.08595912
"Benzie County, MI",1.655775833,88.06635996,32.43890057
"Berrien County, MI",5.052683548,72.99250535,30.07589079
"Branch County, MI",4.728206273,77.43455185,16.06162393
"Calhoun County, MI",4.125034512,71.66446748,22.04496249
"Cass County, MI",2.257576932,81.53905385,21.16734893
"Charlevoix County, MI",1.700160465,81.67102681,32.98905819
"Cheboygan County, MI",2.053755494,84.88262911,22.50726526
"Chippewa County, MI",3.206981184,73.61606169,22.86594881
"Clare County, MI",0.9419962578,85.05236699,12.16459532
"Clinton County, MI",2.718015369,82.01545396,32.24256708
"Crawford County, MI",1.515495946,82.10183439,19.56952986
"Delta County, MI",0.4641819811,78.38622169,19.69981238
"Dickinson County, MI",1.314724139,83.19204152,23.87879424
"Eaton County, MI",4.530035206,73.90666667,30.27710019
"Emmet County, MI",1.28257807,75.97384721,37.87721124
"Genesee County, MI",2.674694039,70.38540287,22.78683434
"Gladwin County, MI",1.351085975,87.69684133,14.37157318
"Gogebic County, MI",0.9728026307,82.62937869,22.36644592
"Grand Traverse County, MI",2.093059854,75.94109717,38.66084763
"Gratiot County, MI",1.341069967,78.18429106,18.12834786
"Hillsdale County, MI",1.2320014,79.87617858,19.56259523
"Houghton County, MI",5.759875982,68.99033373,35.77325769
"Huron County, MI",1.538412638,81.83153411,16.59490183
"Ingham County, MI",9.443972535,58.78873824,40.64059637
"Ionia County, MI",1.333573347,77.10081265,16.84460774
"Iosco County, MI",2.259172953,81.05208514,16.3268427
"Iron County, MI",0.681916271,84.12331407,19.85442329
"Isabella County, MI",2.836551788,61.66834171,30.65383762
"Jackson County, MI",1.968413255,74.43561772,22.48153961
"Kalamazoo County, MI",5.616503332,64.0178833,40.48248593
"Kalkaska County, MI",1.053864169,86.24101938,17.34144089
"Kent County, MI",8.352083685,70.00759812,38.58890944
